Episode,Reward,Length,Success_Rate,Epsilon,Loss
432,-31.800000000000008,23,25.0,0.9142659999999864,1.0861408710479736
433,-46.40000000000002,22,15.0,0.9140679999999863,0.9092664122581482
434,-15.2,4,10.0,0.9138699999999863,0.9524786472320557
435,-47.800000000000026,41,25.0,0.9136719999999863,0.970467209815979
436,14.2,9,30.0,0.9134739999999862,0.8194921016693115
437,-0.8999999999999986,13,15.0,0.9132759999999862,0.8739998936653137
438,9.9,3,15.0,0.9130779999999862,0.8581644892692566
439,-10.2,3,30.0,0.9128799999999861,0.8231468796730042
440,-10.1,2,20.0,0.9126819999999861,0.91746985912323
441,10.0,2,5.0,0.9124839999999861,0.7574899792671204
442,15.0,1,30.0,0.912285999999986,0.5812497138977051
443,13.9,12,20.0,0.912087999999986,1.1822768449783325
444,-10.1,2,5.0,0.911889999999986,1.419386625289917
445,14.7,4,15.0,0.911691999999986,1.010623574256897
446,-31.099999999999998,16,10.0,0.9114939999999859,1.0007059574127197
447,-30.900000000000002,14,15.0,0.9112959999999859,1.5765460729599
448,-74.29999999999995,61,20.0,0.9110979999999859,1.1864039897918701
449,14.8,3,0.0,0.9108999999999858,0.9365423917770386
450,-25.6,10,10.0,0.9107019999999858,1.1021485328674316
451,-67.30000000000001,35,10.0,0.9105039999999858,1.6010552644729614
452,-104.89999999999992,73,25.0,0.9103059999999857,1.002600073814392
453,9.600000000000001,6,35.0,0.9101079999999857,0.9780675172805786
454,14.9,2,25.0,0.9099099999999857,1.585089921951294
455,-30.3,8,30.0,0.9097119999999856,0.8796798586845398
456,-31.399999999999995,19,20.0,0.9095139999999856,0.9602930545806885
457,-141.99999999999994,47,25.0,0.9093159999999856,0.9815145134925842
458,14.7,4,20.0,0.9091179999999855,1.073940634727478
459,-32.100000000000016,31,20.0,0.9089199999999855,1.2030854225158691
460,-7.199999999999999,27,30.0,0.9087219999999855,1.0026559829711914
461,-15.2,4,20.0,0.9085239999999855,1.264034628868103
462,-17.400000000000006,31,25.0,0.9083259999999854,1.1597808599472046
463,-85.09999999999988,71,10.0,0.9081279999999854,1.235952615737915
464,-74.70000000000005,60,20.0,0.9079299999999854,1.275551438331604
465,-10.7,8,25.0,0.9077319999999853,1.4885345697402954
466,-59.599999999999994,61,10.0,0.9075339999999853,1.023512840270996
467,-123.99999999999984,63,25.0,0.9073359999999853,0.7336434721946716
468,-10.0,1,40.0,0.9071379999999852,1.2780177593231201
469,-10.2,3,25.0,0.9069399999999852,1.1890697479248047
470,-11.300000000000008,19,15.0,0.9067419999999852,1.3119961023330688
471,3.8000000000000025,15,15.0,0.9065439999999851,1.0887020826339722
472,15.0,1,20.0,0.9063459999999851,1.3439913988113403
473,-15.299999999999999,5,5.0,0.9061479999999851,0.8699889779090881
